;Unnamed: 0;Unnamed: 0.1;title;short_description;latitude;longitude;address;zip_code;icons;geometry
851;851;851;WC Bahnhof Bad Endorf;Ã–ffentliche Bahnhofstoilette mit Euroschloss.;47.9004;12.2946;Bahnhof Bad Endorf;83093;"{""0"":""4"",""1"":""7"",""2"":""17""}";47.9004, 12.2946
852;852;852;WC Haus des Gastes Bad Aibling;Toilette im Ã¶ffentlichen GebÃ¤ude.;47.8618;12.0083;Wilhelm-Leibl-Platz;83043;"{""0"":""4"",""1"":""11"",""2"":""12""}";47.8618, 12.0083
853;853;853;WC Tourist-Info Bayrischzell;"Toilette im Ã¶ffentlichen GebÃ¤ude.
";47.6734;12.0146;Kirchplatz;83735;"{""0"":""2"",""1"":""4"",""2"":""11""}";47.6734, 12.0146
854;854;854;WC Reindlschmiede Herren (Bad Heilbrunn);HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.7559;11.4375;Reindlschmiede;83670;"{""0"":""1"",""1"":""2"",""2"":""6"",""3"":""17""}";47.7559, 11.4375
855;855;855;WC Reindlschmiede Damen (Bad Heilbrunn);HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.7559;11.4375;Reindlschmiede;83670;"{""0"":""1"",""1"":""2"",""2"":""6"",""3"":""17""}";47.7559, 11.4375
856;856;856;WC Sport Alm Bayrischzell;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.6712;12.0143;Alpenstr.;83735;"{""0"":""4"",""1"":""11""}";47.6712, 12.0143
857;857;857;WC KlosterbrÃ¤ustÃ¼berl Benediktbeuern;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.7078;11.4019;Zeilerweg;83671;"{""0"":""4"",""1"":""17""}";47.7078, 11.4019
858;858;858;WC Buchheim Museum, Bernried;HalbÃ¶ffentliche Toilette im Museum.;0.0;0.0;Am Hirschgarten;82347;"{""0"":""4"",""1"":""7"",""2"":""11"",""3"":""12""}";0.0, 0.0
859;859;859;WC Monte Mare, Schliersee;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte;47.733999999999995;11.8604;Perfallstr.;83727;"{""0"":""4"",""1"":""11""}";47.733999999999995, 11.8604
860;860;860;WC HofcafÃ© MÃ¶stl, DieÃŸen;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.9854;11.0258;Oberbeuern;86911;"{""0"":""2"",""1"":""4"",""2"":""20""}";47.9854, 11.0258
861;861;861;WC Wailtl BrÃ¤u, Dorfen;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.2728;12.1486;Marienplatz;84405;"{""0"":""2"",""1"":""4"",""2"":""11""}";48.2728, 12.1486
862;862;862;WC Gasthof zur Post, Eberfing;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.7967;11.200999999999999;Escher Str.;82390;"{""0"":""4"",""1"":""7"",""2"":""11""}";47.7967, 11.200999999999999
863;863;863;WC Lokitos, Eching;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.2843;11.6775;Sonnenweg;85386;"{""0"":""2"",""1"":""4"",""2"":""11""}";48.2843, 11.6775
864;864;864;WC Hotel Huberwirt, Eching;HalbÃ¶ffentliche Toilette in einem Hotel.;48.297;11.6215;Untere Hauptstr.;85386;"{""0"":""2"",""1"":""13"",""2"":""17""}";48.297, 11.6215
865;865;865;WC Zur BrÃ¼cke, Eschenlohe;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.5977;11.1868;Loisachstr.;82438;"{""0"":""1"",""1"":""4"",""2"":""20""}";47.5977, 11.1868
866;866;866;WC Makarska Grill, Feldafing;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.9515;11.3009;Possenhofener Str.;82340;"{""0"":""4"",""1"":""7"",""2"":""20""}";47.9515, 11.3009
867;867;867;WC Max II, Feldafing;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.9466;11.2902;Bahnhofsplatz;82340;"{""0"":""2"",""1"":""4"",""2"":""11""}";47.9466, 11.2902
868;868;868;WC Kurpark Garmisch;24h Toilette im Ã¶ffentlichen Raum mit Euroschloss.;47.4941;11.0908;Am Kurpark;82467;"{""0"":""1"",""1"":""4"",""2"":""7"",""3"":""11""}";47.4941, 11.0908
869;869;869;WC Mohrenplatz, Garmisch;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.4937;11.0876;Mohrenplatz;82467;"{""0"":""4"",""1"":""7"",""2"":""11""}";47.4937, 11.0876
870;870;870;WC Alpenhof Damen, Garmisch;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.4939;11.0901;Am Kurpark;82467;"{""0"":""6"",""1"":""7"",""2"":""11""}";47.4939, 11.0901
871;871;871;WC Alpenhof Herren, Garmisch;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.4939;11.0901;Am Kurpark;82467;"{""0"":""6"",""1"":""7"",""2"":""11""}";47.4939, 11.0901
872;872;872;WC Sport-Quartier, Garmisch;HalbÃ¶ffentliche Toilette in einem Hotel.;47.4807;11.1164;Wildenauerstr.;82467;"{""0"":""4"",""1"":""20""}";47.4807, 11.1164
873;873;873;WC Kiefl Gartencenter, Gauting;HalbÃ¶ffentliche Toilette in einem Gartencenter.;48.0696;11.4081;Neurieder Str.;82131;"{""0"":""4"",""1"":""7"",""2"":""20""}";48.0696, 11.4081
874;874;874;WC Gasthof Widmann, Gilching;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1204;11.292;Schulstr.;82205;"{""0"":""4"",""1"":""7"",""2"":""12"",""3"":""20""}";48.1204, 11.292
875;875;875;WC Beim Dorfwirt, Haunshofen;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.8755;11.2197;Bahnhofstr.;82407;"{""0"":""4"",""1"":""20""}";47.8755, 11.2197
876;876;876;WC Landhotel Klostermaier, Icking;HalbÃ¶ffentliche Toilette im Hotel.;47.9531;11.4377;Mittenwalder Str.;82057;"{""0"":""4"",""1"":""12"",""2"":""20""}";47.9531, 11.4377
877;877;877;WC Zum Alten Wirt, Langenbach;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.4366;11.8489;Freisinger Str.;85416;"{""0"":""2"",""1"":""4"",""2"":""11"",""3"":""12""}";48.4366, 11.8489
878;878;878;WC Gasthaus Georg Ludwig, Maising;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.9854;11.289000000000001;Ortsstr.;82343;"{""0"":""2"",""1"":""4"",""2"":""20""}";47.9854, 11.289000000000001
879;879;879;WC Zum Murnauer, Murnau;"HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.
";47.6835;11.2024;Weilheimer Str.;82418;"{""0"":""4"",""1"":""7"",""2"":""11""}";47.6835, 11.2024
880;880;880;WC Gast- und Tafernwirtschaft, Niederdorf;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.4378;11.3188;Niederdorf;86567;"{""0"":""2"",""1"":""4"",""2"":""11""}";48.4378, 11.3188
881;881;881;WC SchÃ¼tzenwirt, Prien;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.8526;12.3348;Au;83209;"{""0"":""4"",""1"":""17""}";47.8526, 12.3348
882;882;882;WC Fischerwirt, Schlehdorf;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.6597;11.3172;Unterauerstr.;82444;"{""0"":""1"",""1"":""4"",""2"":""17""}";47.6597, 11.3172
883;883;883;WC Malerwinkel, Seebruck;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.9239;12.4449;Lambach;83358;"{""0"":""1"",""1"":""2"",""2"":""4"",""3"":""7"",""4"":""20""}";47.9239, 12.4449
884;884;884;WC Sepperlwirt, Meiling;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.0553;11.2222;Dorfstr.;82229;"{""0"":""4"",""1"":""11""}";48.0553, 11.2222
885;885;885;WC Schex, St. Wolfgang;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.2208;12.1345;Hofmarkstr.;84427;"{""0"":""1"",""1"":""4"",""2"":""17""}";48.2208, 12.1345
886;886;886;WC Karlsfelder Meile;Ã–ffentlich zugÃ¤ngliche Toilette im Einkaufszentrum.;48.227;11.4637;MÃ¼nchner Str.;85757;"{""0"":""2"",""1"":""4"",""2"":""7"",""3"":""11"",""4"":""12""}";48.227, 11.4637
887;887;887;WC FlÃ¶sserei, Wolfratshausen;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;47.9138;11.4201;Sebastiani Steg;82515;"{""0"":""4"",""1"":""11"",""2"":""12""}";47.9138, 11.4201
888;888;888;WC St. Ottilien;Ã–ffentliche Toilette auf dem KlostergelÃ¤nde.;48.0967;11.0425;Erzabtei;86941;"{""0"":""1"",""1"":""4"",""2"":""20""}";48.0967, 11.0425
889;889;889;WC Rathauspassage Wolfratshausen;Toilette im Ã¶ffentlichen Raum, mit Euroschloss.;47.9148;11.4184;Marienplatz;82515;"{""0"":""4"",""1"":""11""}";47.9148, 11.4184
890;890;890;WC Strandband Monte Mare, Tegernsee;HalbÃ¶ffentliche Toilette mit Euroschloss in einem Bad.;47.7153;11.7533;Hauptstr.;83684;"{""0"":""4"",""1"":""7"",""2"":""20""}";47.7153, 11.7533
891;891;891;WC Bahnhof Markt Indersdorf;Ã–ffentliche Bahnhofstoilette mit Euroschloss, 24h zugÃ¤nglich.;48.3524;11.3787;Bahnhof Markt Indersdorf;85229;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.3524, 11.3787
892;892;892;WC Ã¶ffentlich Dachau ;Toilette im Ã¶ffentlichen Raum mit Euroschloss, 24h zugÃ¤nglich.;48.255;11.4383;MÃ¼nchner Str.;85221;"{""0"":""4"",""1"":""11""}";48.255, 11.4383
893;893;893;WC SpÃ¤thwiese, Lenggries;Toilette im Ã¶ffentlichen Raum mit Euroschloss.;47.6802;11.5753;Bahnhofstr.;83661;"{""0"":""4"",""1"":""11""}";47.6802, 11.5753
894;894;894;WC im Seewinkel, Herrsching;Toilette im Ã¶ffentlichen Raum mit Euroschloss.;47.9983;11.1681;Keramikstr.;82211;"{""0"":""1"",""1"":""2"",""2"":""4"",""3"":""20""}";47.9983, 11.1681
895;895;895;WC barrierefreie Baderampe, Herrsching;Toilette im Ã¶ffentlichen Raum mit Euroschloss.;48.0013;11.1683;Madeleine-Ruoff-Str.;82211;"{""0"":""1"",""1"":""4"",""2"":""11""}";48.0013, 11.1683
896;896;896;WC am Bootshaus, Herrsching;Ã–ffentliche Toilette an einer GaststÃ¤tte, mit Euroschloss;47.9943;11.1697;Summerstr.;82211;"{""0"":""2"",""1"":""4"",""2"":""11""}";47.9943, 11.1697
897;897;897;WC Salingarten, Rosenheim;Toilette im Ã¶ffentlichen Raum mit Euroschloss, 24h zugÃ¤nglich.;47.8546;12.1254;MÃ¼nchener Str.;83022;"{""0"":""4"",""1"":""20""}";47.8546, 12.1254
898;898;898;WC H4 Hotel MÃ¼nchen Messe;HalbÃ¶ffentliche Toilette in einem Hotel.;48.1371;11.6893;Konrad-Zuse-Platz;81829;"{""0"":""4"",""1"":""11"",""2"":""12""}";48.1371, 11.6893
899;899;899;WC Werksviertel Werk 3;Toilette im Ã¶ffentlichen Raum mit Euroschloss, 24h zugÃ¤nglich.;48.1252;11.6057;Atelierstr. ;81671;"{""0"":""2"",""1"":""4"",""2"":""11""}";48.1252, 11.6057
900;900;900;WC Hilton MÃ¼nchen City;HalbÃ¶ffentliche Toilette in einem Hotel. ;48.1304;11.5922;Rosenheimer Str.;81667;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.1304, 11.5922
901;901;901;WC Allianz Arena Ost Ebene 2;HalbÃ¶ffentliche Toilette an einem Veranstaltungsort.;48.2188;11.6246;Werner-Heisenberg-Allee;80939;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.2188, 11.6246
902;902;902;WC Burger King Neuaubing;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1409;11.4133;Bodenseestr.;81249;"{""0"":""4"",""1"":""17""}";48.1409, 11.4133
903;903;903;WC Cotidiano am Nordbad;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1594;11.5626;SchleiÃŸheimer Str.;80797;"{""0"":""2"",""1"":""4"",""2"":""11""}";48.1594, 11.5626
904;904;904;WC Coubertinplatz;Toilette im Ã¶ffentlichen Raum mit Euroschloss, 6-23h zugÃ¤nglich.;48.1735;11.5514;Coubertinplatz;80909;"{""0"":""4"",""1"":""11""}";48.1735, 11.5514
905;905;905;WC CafÃ© Exponat Deutsches Museum;HalbÃ¶ffentliche Toilette bei einer GaststÃ¤tte.;48.13;11.5828;Museumsinsel ;80538;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.13, 11.5828
906;906;906;WC Forum Schwanthaler HÃ¶he;HalbÃ¶ffentlich zugÃ¤ngliche Toilette im Kaufhaus.;48.1365;11.5481;TheresienhÃ¶he;80339;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.1365, 11.5481
907;907;907;WC Hans im GlÃ¼ck Giesing;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1203;11.6027;St.-Martin-Str.;81669;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.1203, 11.6027
908;908;908;WC Hirschgarten im Lokal;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1498;11.511;Hirschgartenallee;80639;"{""0"":""4"",""1"":""11""}";48.1498, 11.511
909;909;909;WC Hugendubel am Marienplatz;HalbÃ¶ffentliche Toilette in einem Kaufhaus.;48.1368;11.5754;Marienplatz;80331;"{""0"":""4"",""1"":""11"",""2"":""12""}";48.1368, 11.5754
910;910;910;WC Kentucky Fried Chicken Euro-Industriepark;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1929;11.5862;Maria-Probst-Str.;80939;"{""0"":""4"",""1"":""20""}";48.1929, 11.5862
911;911;911;WC Kochspielhaus;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1333;11.5758;Rumfordstr.;80469;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.1333, 11.5758
912;912;912;WC Kiosk Germeringer See Damen;Toilette bei einem Kiosk. ;48.135;11.3424;Burgweg;82110;"{""0"":""2"",""1"":""6"",""2"":""7"",""3"":""11""}";48.135, 11.3424
913;913;913;WC Kiosk Germeringer See Herren;Toilette bei einem Kiosk. ;48.135;11.3424;Burgweg;82110;"{""0"":""2"",""1"":""6"",""2"":""7"",""3"":""11""}";48.135, 11.3424
914;914;914;WC Ottantanove;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1389;11.5519;Bayerstr.;80335;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.1389, 11.5519
915;915;915;WC Sportverein Untermenzing;HalbÃ¶ffentliche Toilette in einer Sportanlage.;48.1759;11.4657;Prof.-Eichmann-Str.;80999;"{""0"":""2"",""1"":""4"",""2"":""20""}";48.1759, 11.4657
916;916;916;WC San Francisco Coffee Company, Laim;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1436;11.5025;Landsberger Str.;80687;"{""0"":""2"",""1"":""4"",""2"":""11""}";48.1436, 11.5025
917;917;917;WC Papazof;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1228;11.5567;Zenettistr.;80337;"{""0"":""1"",""1"":""2"",""2"":""4"",""3"":""11""}";48.1228, 11.5567
918;918;918;WC Suhag;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.118;11.5946;St.-Martin-Str. ;81541;"{""0"":""2"",""1"":""4"",""2"":""7"",""3"":""11""}";48.118, 11.5946
919;919;919;WC Staatliches Museum Ã„gyptischer Kunst;HalbÃ¶ffentliche Toilette im Museum.;48.1469;11.5682;Gabelsbergerstr.;80333;"{""0"":""4"",""1"":""11"",""2"":""12""}";48.1469, 11.5682
920;920;920;WC Michaeligarten Ostpark;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1154;11.6382;Feichtstr.;81735;"{""0"":""4"",""1"":""7"",""2"":""20""}";48.1154, 11.6382
921;921;921;WC Eissportzentrum;HalbÃ¶ffentliche Toilette in einer SportstÃ¤tte.;48.1116;11.6319;Staudingerstr. ;81735;"{""0"":""1"",""1"":""4"",""2"":""11""}";48.1116, 11.6319
922;922;922;WC fÃ¼r Alle U-Bahnhof Harras;Ã–ffentliche 'Toilette fÃ¼r Alle' mit Pflegeliege, Lifter und Euroschloss.;48.1168;11.538;Haltestelle Harras;81379;"{""0"":""2"",""1"":""4"",""2"":""10"",""3"":""11"",""4"":""12""}";48.1168, 11.538
923;923;923;WC Skatepark Fasaneriesee Damen;Ã–ffentliche Toilette bei einem Skatepark, mit Euroschloss.;48.2064;11.5279;Feldmochinger Str.;80995;"{""0"":""6"",""1"":""20""}";48.2064, 11.5279
924;924;924;WC Skatepark Fasaneriesee Herren;Ã–ffentliche Toilette bei einem Skatepark, mit Euroschloss.;48.2064;11.5279;Feldmochinger Str.;80995;"{""0"":""6"",""1"":""20""}";48.2064, 11.5279
925;925;925;WC fÃ¼r Alle am WeiÃŸenseepark;Ã–ffentliche 'Toilette fÃ¼r Alle' mit Pflegeliege, Lifter und Euroschloss.;48.1081;11.5872;WeiÃŸenseepark;81539;"{""0"":""4"",""1"":""10"",""2"":""11"",""3"":""18""}";48.1081, 11.5872
926;926;926;WC Rentenversicherung Bayern SÃ¼d;HalbÃ¶ffentliche Toilette mit Pflegeliege.;48.1027;11.6478;Thomas-Dehler-Str.;81737;"{""0"":""4"",""1"":""11""}";48.1027, 11.6478
927;927;927;WC TSV Neubiberg-Ottobrunn;HalbÃ¶ffentliche Toilette in einer SportstÃ¤tte.;48.081;11.6494;Zwergerstr.;85579;"{""0"":""4"",""1"":""20""}";48.081, 11.6494
928;928;928;WC AltmÃ¼nchner Gesellenhaus Damen;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1379;11.5637;Adolf-Kolping-Str.;80336;"{""0"":""2"",""1"":""6"",""2"":""17""}";48.1379, 11.5637
929;929;929;WC Corneliuskirche, Neubiberg;Toilette in KirchengebÃ¤ude.;48.0777;11.6602;Wendelsteinstr.;85579;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.0777, 11.6602
930;930;930;WC Aussegnungshalle, Neubiberg;HalbÃ¶ffentliche Friedhofstoilette mit Euroschloss.;48.0761;11.65;Auf der Heid;85579;"{""0"":""4"",""1"":""11""}";48.0761, 11.65
931;931;931;WC Pfarrheim RosenkranzkÃ¶nigin, Neubiberg;Toilette im Pfarrheim.;48.0752;11.6669;Kaiserstr.;85579;"{""0"":""2"",""1"":""4"",""2"":""11""}";48.0752, 11.6669
932;932;932;WC HofbrÃ¤uhaus Saal 2. OG;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.1375;11.5799;Platzl;80331;"{""0"":""4"",""1"":""11"",""2"":""13""}";48.1375, 11.5799
933;933;933;WC Ratschiller's;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.0892;11.4801;Engadiner Str.;81475;"{""0"":""4"",""1"":""7"",""2"":""17""}";48.0892, 11.4801
934;934;934;WC Andreaskirche FÃ¼rstenried;Toilette im Kirchenbau.;48.0922;11.484000000000002;Walliser Str.;80475;"{""0"":""4"",""1"":""17"",""2"":""20""}";48.0922, 11.484000000000002
935;935;935;WC Botanikum;HalbÃ¶ffentliche Toilette an einem Veranstaltungsort.;48.1891;11.5185;Feldmochinger Str.;80993;"{""0"":""4"",""1"":""17""}";48.1891, 11.5185
936;936;936;WC Sudetendeutsches Haus;HalbÃ¶ffentliche Toilette an einem Veranstaltungsort.;48.1306;11.589;Hochstr.;81669;"{""0"":""4"",""1"":""7"",""2"":""11"",""3"":""12""}";48.1306, 11.589
937;937;937;WC IG Feuerwache;HalbÃ¶ffentliche Toilette in einer JugendfreizeitstÃ¤tte.;48.1304;11.5402;Ganghofer Str.;80339;"{""0"":""2"",""1"":""4"",""2"":""11""}";48.1304, 11.5402
938;938;938;WC Galerie Bezirk Oberbayern;HalbÃ¶ffentliche Toilette in einem VerwaltungsgebÃ¤ude.;48.1433;11.5862;Prinzregentenstr.;80538;"{""0"":""4"",""1"":""11"",""2"":""12""}";48.1433, 11.5862
939;939;939;WC Christuskirche Perlach;Bedingt Ã¶ffentliche Toilette in einem Gemeindehaus.;48.0993;11.6414;Schumacherring;81737;"{""0"":""4"",""1"":""7"",""2"":""11"",""3"":""12""}";48.0993, 11.6414
940;940;940;WC Philippuskirche Giesing;;48.1049;11.5836;Chiemgaustr.;81549;"{""0"":""1"",""1"":""2"",""2"":""4"",""3"":""7"",""4"":""20""}";48.1049, 11.5836
941;941;941;WC St. Albert Freimann;Bedingt Ã¶ffentliche Toilette in einemPfarrheim.;48.1947;11.6186;Situlistr.;80939;"{""0"":""2"",""1"":""4"",""2"":""11""}";48.1947, 11.6186
942;942;942;WC Mohr-Villa, NebengebÃ¤ude;HalbÃ¶ffentliche Toilette im Stadtteilzentrum.;48.1937;11.6184;Situlistr.;80939;"{""0"":""4"",""1"":""11""}";48.1937, 11.6184
943;943;943;WC Mohr-Villa;HalbÃ¶ffentliche Toilette im Stadtteilzentrum.;48.1937;11.6184;Situlistr.;80939;"{""0"":""4"",""1"":""17""}";48.1937, 11.6184
944;944;944;WC PLATFORM MÃ¼nchen;Bedingt Ã¶ffentliche Toilette an einem Veranstaltungsort.;48.095;11.5158;Kistlerhofstr. ;81397;"{""0"":""4"",""1"":""11"",""2"":""12""}";48.095, 11.5158
945;945;945;WC Hagebaumarkt mit Gartencenter, HofmannstraÃŸe;HalbÃ¶ffentlich zugÃ¤ngliche Toilette im Kaufhaus.;48.1015;11.5288;Hofmannstr.;91379;"{""0"":""4"",""1"":""11""}";48.1015, 11.5288
946;946;946;WC PelkovenschlÃ¶ssl, Moosacher Kultur- und BÃ¼rgerhaus;HalbÃ¶ffentliche Toilette im BÃ¼rgerhaus.;48.1808;11.5169;Moosacher St.-Martins-Platz;80992;"{""0"":""4"",""1"":""12"",""2"":""20""}";48.1808, 11.5169
947;947;947;WC AumÃ¼llers Brotfabrik;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.0953;11.524000000000001;Kistlerhofstr.;81379;"{""0"":""4"",""1"":""11""}";48.0953, 11.524000000000001
948;948;948;WC SPAGAT KulturbÃ¼hne;Bedingt Ã¶ffentliche Toilette an einem Veranstaltungsort.;48.1866;11.5927;Bauhausplatz;80807;"{""0"":""4"",""1"":""11"",""2"":""12""}";48.1866, 11.5927
949;949;949;WC Evangelische Stadtakademie;Bedingt Ã¶ffentliche Toilette in einer kirchlichen Einrichtung.;48.1351;11.5666;Herzog-Wilhelm-Str. ;80331;"{""0"":""2"",""1"":""4"",""2"":""17""}";48.1351, 11.5666
950;950;950;WC Luegsteinsee;Toilette im Ã¶ffentlichen Raum.;47.6424;12.1722;Seestr.;83080;"{""0"":""4"",""1"":""17""}";47.6424, 12.1722
951;951;951;WC Olchinger See;Toilette im Ã¶ffentlichen Raum.;48.2068;11.3568;Ulmenweg;82140;"{""0"":""4"",""1"":""11""}";48.2068, 11.3568
952;952;952;WC Ambacher Erholungsgebiet;Toilette im Ã¶ffentlichen Raum.;47.8564;11.3366;Am Schwaiblbach;82335;"{""0"":""4"",""1"":""11""}";47.8564, 11.3366
953;953;953;WC Gans am Wasser;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;48.12600000000001;11.530999999999999;Siegenburger Str.;81373;"{""0"":""2"",""1"":""4"",""2"":""20""}";48.12600000000001, 11.530999999999999
954;954;954;WC Gans Woanders;HalbÃ¶ffentliche Toilette mit Euroschloss in einer GaststÃ¤tte.;48.1183;11.5747;Pilgersheimer Str.;81543;"{""0"":""2"",""1"":""4"",""2"":""11""}";48.1183, 11.5747
955;955;955;WC BÃ¼rgersaal Oberhaching;HalbÃ¶ffentliche Toilette im BÃ¼rgerhaus.;48.0256;11.5951;Kybergstr.;82041;"{""0"":""2"",""1"":""4"",""2"":""17""}";48.0256, 11.5951
956;956;956;WC Friedhof Oberhaching Damen;Ã–ffentliche Friedhofstoilette ohne Euroschloss.;48.0272;11.597000000000001;Pfarrweg;82041;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.0272, 11.597000000000001
957;957;957;WC Friedhof Oberhaching Herren;Ã–ffentliche Friedhofstoilette ohne Euroschloss.;48.0272;11.597000000000001;Pfarrweg;82041;"{""0"":""4"",""1"":""7"",""2"":""11""}";48.0272, 11.597000000000001
958;958;958;WC BTV TennisBase, Oberhaching;HalbÃ¶ffentliche Toilette in einer Sportanlage.;48.0357;11.5895;Im Loh;82041;"{""0"":""4"",""1"":""11""}";48.0357, 11.5895
959;959;959;WC BÃ¼rgerhaus Glockenbachwerkstatt;HalbÃ¶ffentliche Toilette im BÃ¼rgerhaus.;48.1335;11.5739;Blumenstr.;80331;"{""0"":""1"",""1"":""2"",""2"":""4"",""3"":""17""}";48.1335, 11.5739
960;960;960;WC Bayerische Volkssternwarte MÃ¼nchen;HalbÃ¶ffentliche Toilette an einem Veranstaltungsort.;48.1219;11.6068;Rosenheimer Str.;81671;"{""0"":""2"",""1"":""4"",""2"":""12"",""3"":""17""}";48.1219, 11.6068
961;961;961;WC Zum StarnbrÃ¤u, Bad TÃ¶lz;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;0.0;0.0;Markstr.;83646;"{""0"":""1"",""1"":""4"",""2"":""20""}";0.0, 0.0
962;962;962;WC Stadtmuseum HauptgebÃ¤ude;Ã–ffentliche Toilette mit Euro-SchlieÃŸung in einem Museum.;48.1351;11.5726;St.-Jakobs-Platz;80331;"{""0"":""4"",""1"":""7"",""2"":""11"",""3"":""12""}";48.1351, 11.5726
963;963;963;WC Schauburg;HalbÃ¶ffentliche Toilette in einem Theater.;48.1574;11.5753;Franz-Joseph-Str.;80801;"{""0"":""2"",""1"":""4"",""2"":""20""}";48.1574, 11.5753
964;964;964;WC St. Anna Damen;Bedingt Ã¶ffentliche Toilette in einem Pfarrheim.;48.1403;11.5873;St.-Anna-Platz;80538;"{""0"":""6"",""1"":""12"",""2"":""20""}";48.1403, 11.5873
965;965;965;WC St. Anna Herren;Bedingt Ã¶ffentliche Toilette in einem Pfarrheim.;48.1403;11.5873;St.-Anna-Platz;80538;"{""0"":""6"",""1"":""11"",""2"":""12""}";48.1403, 11.5873
966;966;966;WC St. Anton;Bedingt Ã¶ffentliche Toilette in einem Pfarrheim.;48.1242;11.5631;Kapuzinerstr.;80469;"{""0"":""2"",""1"":""4"",""2"":""13"",""3"":""20""}";48.1242, 11.5631
967;967;967;WC St. Ludwig ;Bedingt Ã¶ffentliche Toilette in einem Pfarrheim.;48.1493;11.5811;Ludwigstr.;80538;"{""0"":""1"",""1"":""4"",""2"":""17""}";48.1493, 11.5811
968;968;968;WC St. Sebastian ;Bedingt Ã¶ffentliche Toilette in einem Pfarrheim.;48.1676;11.5663;Karl-Theodor-Str.;80796;"{""0"":""2"",""1"":""4"",""2"":""20""}";48.1676, 11.5663
969;969;969;WC St. Ruppert;Bedingt Ã¶ffentliche Toilette in einem Pfarrheim.;48.136;11.5333;Gollierstr.;80339;"{""0"":""4"",""1"":""11""}";48.136, 11.5333
970;970;970;WC St. Theresia;Bedingt Ã¶ffentliche Toilette in einem Pfarrheim.;48.1592;11.538;Dom-Pedro-Str.;80637;"{""0"":""4"",""1"":""20""}";48.1592, 11.538
971;971;971;WC ChristkÃ¶nig;Bedingt Ã¶ffentliche Toilette in einem Pfarrheim.;48.1567;11.5117;Notburgastr.;80639;"{""0"":""2"",""1"":""4"",""2"":""20""}";48.1567, 11.5117
